policy_id,country_iso,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,impact_indicators,last_update,requested_country,combined_text,resilience,matching_metadata
211000034,CHN,Green Building Action Plan China (2013),Green Building Action Plan,Country,,China,,,"Policy support, Strategic planning, Target",Buildings,"Under China’s 2013 Green Building Action Plan, &quot;20% of all new buildings have to be green and that all newly built public buildings and affordable housing financed by the state have to be green certified&quot; by 2015. &quot;The 2-star and 3-star buildings will be eligible for state subsidies and local planning priorities. The local governments are required to develop their own action plans to at least be compatible with that of the central government.&quot; (Zhou, 2015)",Energy efficiency,,In force,2013.0,2013.0,,Unknown,Mitigation,http://www.gov.cn/zwgk/2013-01/06/content_2305793.htm,,,CHN,"Under China’s 2013 Green Building Action Plan, &quot;20% of all new buildings have to be green and that all newly built public buildings and affordable housing financed by the state have to be green certified&quot; by 2015. &quot;The 2-star and 3-star buildings will be eligible for state subsidies and local planning priorities. The local governments are required to develop their own action plans to at least be compatible with that of the central government.&quot; (Zhou, 2015) Mitigation",0,
211000035,DEU,Amendment of the Renewable Energy Sources Act -EEG- Germany (2014),Amendment of the Renewable Energy Sources Act -EEG-,Country,,Germany,,,"Energy and other taxes, Feed-in tariffs or premiums, Strategic planning, Regulatory Instruments, Renewable energy target, Formal &amp; legally binding renewable energy target","Electricity and heat, Renewables","The 2014 Amendment of the Renewable Energy Sources Act -EEG- entered into force on 1st of August 2014. The objective of the 2014 amendment to the EEG is to continue steady deployment of renewable energy in Germany in a cost efficient manner by integrating RES more to the market.
RES gross electricity consumption share is set to increase:
to 40%-45% by 2025
to 55% - 60% by 2035
to 80% by 2050",Renewables,,In force,2014.0,,2035.0,Unknown,Mitigation,http://www.bmwi.de/EN/Topics/Energy/Renewable-Energy/2014-renewable-energy-sources-act.html,"
          
  
    Name
              Capacity of renewables (MW)
          

  
    Target year
              2029
          

  
    Value
              25.54
          

      -------
          
  
    Name
              Capacity of renewables (MW)
          

  
    Target year
              2029
          

  
    Value
              20.44
          

      -------
          
  
    Name
              Capacity of renewables (MW)
          

  
    Target year
              2029
          

  
    Value
              39.56
          

      ",,DEU,"The 2014 Amendment of the Renewable Energy Sources Act -EEG- entered into force on 1st of August 2014. The objective of the 2014 amendment to the EEG is to continue steady deployment of renewable energy in Germany in a cost efficient manner by integrating RES more to the market.
RES gross electricity consumption share is set to increase:
to 40%-45% by 2025
to 55% - 60% by 2035
to 80% by 2050 Mitigation",0,
211000036,JPN,Automobile Industry Stategy Japan (2014),Automobile Industry Stategy,Country,,Japan,,,Strategic planning,"Transport, Low-emissions mobility, Light-duty vehicles","The Japan Revitalization Strategy Revised in 2015 (Cabinet approval on June 30th, 2015) states “(Next-generation automobiles) aim to increase the share of new automobiles accounted for by next-generation automobiles to between 50 % and 70 % by 2030”. This was followed by the “2014 Automobile Industry Strategy” of the Ministry of Economy, Trade and Industry METI. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2014.0,,,Unknown,Mitigation,https://www.iea.org/policies/2690-2014-automobile-industry-stategy?country=Japan&amp;qs=japan,,,JPN,"The Japan Revitalization Strategy Revised in 2015 (Cabinet approval on June 30th, 2015) states “(Next-generation automobiles) aim to increase the share of new automobiles accounted for by next-generation automobiles to between 50 % and 70 % by 2030”. This was followed by the “2014 Automobile Industry Strategy” of the Ministry of Economy, Trade and Industry METI. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000037,RUS,Decree on the Action Plan for 2020 Russian Federation (2014),Decree on the Action Plan for 2020,Country,,Russian Federation,,,"Policy support, Strategic planning",General,"&quot;The Act was issued pursuant to the Decree of the President of the Russian Federation of 30 September 2013 No. 752 &quot;About emission reduction of greenhouse gases&quot; in order to adopt an action plan on GHG emission reduction to the level of no more than 75% of the 1990 levels for 2020; the action plan contains three groups of measures which should be assumed: 1. developing a system of evaluating greenhouse gas emissions; 2. performing evaluation and forecast greenhouse gas emissions for the period up to 2020 and up to 2030, including an assessment of the potential reduction in emissions by sector; 3. measures of state regulation of greenhouse gas emissions.&quot; (Source: Asia Pacific Energy)","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use, Other low-carbon technologies and fuel switch",,In force,2014.0,,,Unknown,Mitigation,https://policy.asiapacificenergy.org/node/2170,,,RUS,"&quot;The Act was issued pursuant to the Decree of the President of the Russian Federation of 30 September 2013 No. 752 &quot;About emission reduction of greenhouse gases&quot; in order to adopt an action plan on GHG emission reduction to the level of no more than 75% of the 1990 levels for 2020; the action plan contains three groups of measures which should be assumed: 1. developing a system of evaluating greenhouse gas emissions; 2. performing evaluation and forecast greenhouse gas emissions for the period up to 2020 and up to 2030, including an assessment of the potential reduction in emissions by sector; 3. measures of state regulation of greenhouse gas emissions.&quot; (Source: Asia Pacific Energy) Mitigation",0,
211000038,GBR,Sector Resilience Plans: Energy United Kingdom (2014),Sector Resilience Plans: Energy,Country,,United Kingdom,,,Strategic planning,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use, Other low-carbon technologies and fuel switch",,In force,2014.0,,,Unknown,Mitigation,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/370156/20141103_Summary_sector_resilience_plan_2014.pdf,,,GBR, Mitigation,0,
211000047,JPN,2030 Outlook for Energy Supply and Demand Japan (2015),2030 Outlook for Energy Supply and Demand,Country,,Japan,,,"Strategic planning, Energy efficiency target, Political &amp; non-binding energy efficiency target, Renewable energy target, Political &amp; non-binding renewable energy target",Electricity and heat,"&quot;Based on the Strategic Energy Plan, the Long-term Energy Supply and Demand Outlook presents the ideal structure of energy supply and demand that can be realized if appropriate measures are taken based on the fundamental direction of energy policies by envisioning policy objectives to be achieved on safety, energy security, economic efficiency, and environment, which are the basic ideas of the policies.
&quot;Based on the policies stipulated in the Strategic Energy Plan, which the Cabinet approved in April 2014, METI established the Long-term Energy Supply and Demand Subcommittee under the Strategic Policy Committee of the Advisory Committee for Natural Resources and Energy in order to consider a future vision of a realistic, yet well-balanced energy supply and demand structure. So far, a total of 11 meetings on these matters have been held.
&quot;METI has approved the Long-term Energy Supply and Demand Outlook based on the report compiled by the subcommittee.&quot;
The energy and demand outlook for 2030 serves as de facto energy efficiency and renewable energy targets. For renewable energy, it is described that Japan will aim to increase the share of renewables in total electricity generation to 22-24% by 2030. For energy efficiency, it is described that Japan will aim to reduce its final energy use by about 10%, from 361 million kl crude oil equivalent (coe) in 2010 to 326 million kl coe in 2030.
Original title: ????????????. For the primary energy supply, the envision structure for FY2030 is as follows: renewables 13-14%,Nuclear power: 10-11%, Natural gas: 18%, Coal: 25%, LPG: 3%, Oil 30%. For the power source mix, the structure is for FY2030 is as follows: Renewables: 22-24%, Nuclear power 20-22%, LNG: 27%, Coal: 26%, Oil 3%. Renewables are divided into: Geothermal: 1-1.1%; Biomass: 3.7-4.6%, Wind: 1.7%; Solar: 7%; Hydro: 8.8-9.2%. With a projection of economic growth at 1.7%/year, energy efficiency and conservation measures are also expected to allow a 196.1 bn kWh reduction (reduction of 17%).
Japan&#039;s INDC is developed based on this Long-Term Energy Supply and Demand Outlook.
(Source: http://www.meti.go.jp/english/press/2015/0716_01.html)","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2015.0,,2030.0,High,"Mitigation, Energy security",https://www.enecho.meti.go.jp/en/category/others/basic_plan/pdf/6th_outline.pdf,"
          
  
    Name
              Share of renewables (%)
          

  
    Target year
              2050
          

  
    Value
              80.00
          

      -------
          
  
    Name
              GHG emissions reduction (%)
          

  
    Base year
              1990
          

  
    Target year
              2020
          
last two targets expressed as: Maximum primary energy (Mtoe), Maximum final energy (Mtoe)
  
    Value
              20.00
          

      ",,JPN,"&quot;Based on the Strategic Energy Plan, the Long-term Energy Supply and Demand Outlook presents the ideal structure of energy supply and demand that can be realized if appropriate measures are taken based on the fundamental direction of energy policies by envisioning policy objectives to be achieved on safety, energy security, economic efficiency, and environment, which are the basic ideas of the policies.
&quot;Based on the policies stipulated in the Strategic Energy Plan, which the Cabinet approved in April 2014, METI established the Long-term Energy Supply and Demand Subcommittee under the Strategic Policy Committee of the Advisory Committee for Natural Resources and Energy in order to consider a future vision of a realistic, yet well-balanced energy supply and demand structure. So far, a total of 11 meetings on these matters have been held.
&quot;METI has approved the Long-term Energy Supply and Demand Outlook based on the report compiled by the subcommittee.&quot;
The energy and demand outlook for 2030 serves as de facto energy efficiency and renewable energy targets. For renewable energy, it is described that Japan will aim to increase the share of renewables in total electricity generation to 22-24% by 2030. For energy efficiency, it is described that Japan will aim to reduce its final energy use by about 10%, from 361 million kl crude oil equivalent (coe) in 2010 to 326 million kl coe in 2030.
Original title: ????????????. For the primary energy supply, the envision structure for FY2030 is as follows: renewables 13-14%,Nuclear power: 10-11%, Natural gas: 18%, Coal: 25%, LPG: 3%, Oil 30%. For the power source mix, the structure is for FY2030 is as follows: Renewables: 22-24%, Nuclear power 20-22%, LNG: 27%, Coal: 26%, Oil 3%. Renewables are divided into: Geothermal: 1-1.1%; Biomass: 3.7-4.6%, Wind: 1.7%; Solar: 7%; Hydro: 8.8-9.2%. With a projection of economic growth at 1.7%/year, energy efficiency and conservation measures are also expected to allow a 196.1 bn kWh reduction (reduction of 17%).
Japan&#039;s INDC is developed based on this Long-Term Energy Supply and Demand Outlook.
(Source: http://www.meti.go.jp/english/press/2015/0716_01.html) Mitigation, Energy security",0,
211000050,USA,21st Century Truck Partnership United States of America (2000),21st Century Truck Partnership,Country,,United States of America,,,"Negotiated agreements (public-private sector), Demonstration project, Research programme, Technology deployment and diffusion, Technology development, Research &amp; Development and Deployment (RD&amp;D), Voluntary approaches","Transport, Shipping",,Energy efficiency,,In force,2000.0,,,Unknown,Mitigation,https://www.energy.gov/eere/vehicles/21st-century-truck-partnership,,,USA, Mitigation,0,
211000056,KOR,2nd Energy Master Plan Republic of Korea (2014),2nd Energy Master Plan,Country,,Republic of Korea,,,"Strategic planning, Energy efficiency target, Political &amp; non-binding energy efficiency target, Renewable energy target, Political &amp; non-binding renewable energy target","General, Electricity and heat, Renewables","&quot;South Korea government announced 2nd National Energy Master Plan on January 2014. The major targets are:
&quot;- A renewables target of 5.2% in the primary energy supply by 2020 and 11% by 2035. The major increasing sources are PV and Wind energy.
&quot;- Distributed power plants (Microgrid with Renewables, Regional energy) will supply above 15% of total electricity generation by 2035.
&quot;- Demand reduction of 13% in the total energy demand and 15% in the electricity demand by 2035. To achieve targets, demand side management using a ICT (Information Communication Technology)-based smart grid including ESS (Energy Storage System) will be conducted. Also, tax and tariff system will be changed.
&quot;- Reduction of carbon dioxide emission by 30% below business-as-usual (BAU) levels by 2020.&quot; (ORNL, )
Targets
- 13% demand reduction (final energy consumption) by 2035 relative to national BAU (254.1 MToe)
- 15% demand reduction in electricity by 2035 relative to national BAU (816 TWh)","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2014.0,2014.0,2035.0,unclear,"Mitigation, Adaptation",https://www.iea.org/policies/16959-korea-energy-master-plan-outlook-and-policies-to-2035-second-energy-master-plan,"
          
  
    Name
              Share of renewables (%)
          

  
    Target year
              2030
          

  
    Value
              27.00
          

      -------
          
  
    Name
              Energy efficiency improvement target (%)
          

  
    Base year
              0
          

  
    Target year
              2030
          

  
    Value
              32.50
          

      ",,KOR,"&quot;South Korea government announced 2nd National Energy Master Plan on January 2014. The major targets are:
&quot;- A renewables target of 5.2% in the primary energy supply by 2020 and 11% by 2035. The major increasing sources are PV and Wind energy.
&quot;- Distributed power plants (Microgrid with Renewables, Regional energy) will supply above 15% of total electricity generation by 2035.
&quot;- Demand reduction of 13% in the total energy demand and 15% in the electricity demand by 2035. To achieve targets, demand side management using a ICT (Information Communication Technology)-based smart grid including ESS (Energy Storage System) will be conducted. Also, tax and tariff system will be changed.
&quot;- Reduction of carbon dioxide emission by 30% below business-as-usual (BAU) levels by 2020.&quot; (ORNL, )
Targets
- 13% demand reduction (final energy consumption) by 2035 relative to national BAU (254.1 MToe)
- 15% demand reduction in electricity by 2035 relative to national BAU (816 TWh) Mitigation, Adaptation",1,Decentralized Energy & Microgrids (Resilience Theme (Energy)); Energy Storage & Backup (Resilience Theme (Energy))
211000060,KOR,4th National Basic Plan for New and Renewable Energies Republic of Korea (2014),4th National Basic Plan for New and Renewable Energies,Country,,Republic of Korea,,,"Strategic planning, Renewable energy target, Political &amp; non-binding renewable energy target","General, Electricity and heat","The 4th Basic plan for NRE clarifies the details fo the 2nd Energy Master Plan
A new and renewables target of 5.0% in the primary energy supply by 2020 and 11% by 2035. The generation target is to achieve 13.4% of total power generation with NRE sources by 2035, with a focus on solar and wind energy, while scaling down waste energy.
Target
- 11% new and renewable target of total TPES by 2035
 &#039;new energy&#039; includes hydrogen, fuelcell, coal to liquid (CTL), and coal to gas (IGCC).
 &#039;renewable energy&#039; includes solar, wind, hydro, ocean(tide), geothermal, bioenergy, and waste
- 13.4 % renewable electricity share by 2035","Energy service demand reduction and resource efficiency, Energy efficiency",,In force,2014.0,2014.0,2035.0,unclear,"Mitigation, Adaptation",https://eneken.ieej.or.jp/data/5842.pdf,"
          
  
    Name
              Energy efficiency improvement target (%)
          

  
    Target year
              2030
          

  
    Value
              1273.00
          

      ",,KOR,"The 4th Basic plan for NRE clarifies the details fo the 2nd Energy Master Plan
A new and renewables target of 5.0% in the primary energy supply by 2020 and 11% by 2035. The generation target is to achieve 13.4% of total power generation with NRE sources by 2035, with a focus on solar and wind energy, while scaling down waste energy.
Target
- 11% new and renewable target of total TPES by 2035
 &#039;new energy&#039; includes hydrogen, fuelcell, coal to liquid (CTL), and coal to gas (IGCC).
 &#039;renewable energy&#039; includes solar, wind, hydro, ocean(tide), geothermal, bioenergy, and waste
- 13.4 % renewable electricity share by 2035 Mitigation, Adaptation",0,
211000062,CAN,50 Million Tree Program Canada (2004),50 Million Tree Program,Country,,Canada,,,Direct investment,"Agriculture and forestry, Forestry",&quot;Ontario 50 Million Tree Program plants trees on the settled landscape of the southern part of the province&quot;,"Energy service demand reduction and resource efficiency, Non-energy use, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2004.0,,,Unknown,Mitigation,http://unfccc.int/files/national_reports/biennial_reports_and_iar/submitted_biennial_reports/application/pdf/canadas_2nd_biennial_report.pdf,,,CAN,&quot;Ontario 50 Million Tree Program plants trees on the settled landscape of the southern part of the province&quot; Mitigation,0,
211000063,USA,50001 Ready Program United States of America (2017),50001 Ready Program,Country,,United States of America,,,Voluntary approaches,Industry,"The U.S. Department of Energy’s (DOE’s) 50001 Ready program is a self-guided approach for facilities to establish an energy management system and self-attest to the structure of ISO 50001, a voluntary global standard for energy management systems in industrial, commercial, and institutional facilities. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2017.0,,,Unknown,Mitigation,https://www.iea.org/policies/7761-50001-ready?country=United%20States&amp;qs=united,,,USA,"The U.S. Department of Energy’s (DOE’s) 50001 Ready program is a self-guided approach for facilities to establish an energy management system and self-attest to the structure of ISO 50001, a voluntary global standard for energy management systems in industrial, commercial, and institutional facilities. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000064,JPN,5th Basic Environment Plan Japan (2018),5th Basic Environment Plan,Country,,Japan,,,Strategic planning,"Electricity and heat, Renewables, General, Transport","Japan&#039;s Ministry of the Environment announced April 17, 2018, that the Fifth Basic Environment Plan has been approved by the Cabinet (to be reviewed every 6 years).
It lists six priority strategies, and the first one is the &quot;establishment of a clean economic system.&quot; It sets a goal of the &quot;maximum introduction of renewable energy.&quot; As specific measures, it mentions the use of hydrogen and locally-produced biomass and the promotion of agricultural solar power plants (solar sharing). (http://tech.nikkeibp.co.jp/dm/atclen/news_en/15mk/042802072/?ST=msbe;%20https://www.env.go.jp/en/policy/plan/basic/pt2.html)","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2018.0,2018.0,,unclear,Mitigation,"http://tech.nikkeibp.co.jp/dm/atclen/news_en/15mk/042802072/?ST=msbe;%20
https://www.env.go.jp/en/policy/plan/basic/pt2.html",,,JPN,"Japan&#039;s Ministry of the Environment announced April 17, 2018, that the Fifth Basic Environment Plan has been approved by the Cabinet (to be reviewed every 6 years).
It lists six priority strategies, and the first one is the &quot;establishment of a clean economic system.&quot; It sets a goal of the &quot;maximum introduction of renewable energy.&quot; As specific measures, it mentions the use of hydrogen and locally-produced biomass and the promotion of agricultural solar power plants (solar sharing). (http://tech.nikkeibp.co.jp/dm/atclen/news_en/15mk/042802072/?ST=msbe;%20https://www.env.go.jp/en/policy/plan/basic/pt2.html) Mitigation",0,
211000068,TUR,8th Five-Year Development Plan Turkey (1999),8th Five-Year Development Plan,Country,,Turkey,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,http://www.bilgitoplumu.gov.tr/wp-content/uploads/2014/04/EightFive_Year_Development_Plan_2001-2005.pdf,,,TUR, Mitigation,0,
211000070,ZAF,A National Climate Change Response Strategy South Africa (2004),A National Climate Change Response Strategy,Country,,South Africa,,,Strategic planning,General,,Unknown,,In force,2004.0,,,Unknown,"Mitigation, Adaptation, Water",https://unfccc.int/files/meetings/seminar/application/pdf/sem_sup3_south_africa.pdf,,,ZAF," Mitigation, Adaptation, Water",0,
211000072,ZAF,AFD Green Fund South Africa (2019),AFD Green Fund,Country,,South Africa,,,Grants and subsidies,General,,"Energy efficiency, Renewables",,In force,2019.0,,,Unknown,Mitigation,https://www.idc.co.za/afd-green-energy-fund/,,,ZAF, Mitigation,0,
211000075,ITA,Abrogation of the legal regime applying to nuclear energy production Italy (2011),Abrogation of the legal regime applying to nuclear energy production,Country,,Italy,,,Regulatory Instruments,"Electricity and heat, Nuclear",Interdiction on planning or building nuclear power plants on Italian territory.,Other low-carbon technologies and fuel switch,,In force,2011.0,,,Unknown,Mitigation,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.del.presidente.della.repubblica:2011-07-18;114!vig=,,,ITA,Interdiction on planning or building nuclear power plants on Italian territory. Mitigation,0,
211000076,USA,Accelerate Energy Productivity 2030 United States of America (2014),Accelerate Energy Productivity 2030,Country,,United States of America,,,"Target, Energy efficiency target, Strategic planning, Political &amp; non-binding energy efficiency target","Buildings, Electricity and heat, General, Industry, Transport","This is a strategy responds to the presidential call to action to double energy productivity (GDP(US$(2005))/EJ) betwen 2010 and 2030. The strategy divides the measures into six wedges that together should meet this overall target Wedges: transportation, Technologies for Buildings Energy Productivity, Smart Energy Systems, Financing for Buildings Energy Productivity, Smart Manufacturing, Water Infrastructure:
Target
- 100% increase in energy productivity (GDP(US$2005)/EJ) between 2010 and 2030.",Energy efficiency,,In force,2014.0,2015.0,2030.0,High,Mitigation,"http://www.energy2030.org/roadmap
http://energy.gov/sites/prod/files/2015/03/f20/Accelerate%20Energy%20Productivity%202030%20Fact%20Sheet%20Updated.pdf",,"<time datetime=""2026-03-30T12:00:00Z"">30/03/2026</time>
",USA,"This is a strategy responds to the presidential call to action to double energy productivity (GDP(US$(2005))/EJ) betwen 2010 and 2030. The strategy divides the measures into six wedges that together should meet this overall target Wedges: transportation, Technologies for Buildings Energy Productivity, Smart Energy Systems, Financing for Buildings Energy Productivity, Smart Manufacturing, Water Infrastructure:
Target
- 100% increase in energy productivity (GDP(US$2005)/EJ) between 2010 and 2030. Mitigation",0,
211000079,USA,Accelerated Recovery Period for Depreciation of Smart Meters and Smart Grid Systems United States of America (2008),Accelerated Recovery Period for Depreciation of Smart Meters and Smart Grid Systems,Country,,United States of America,,,"Tax relief, Economic instruments","Buildings, Electricity and heat",,Energy efficiency,,In force,2008.0,,,Unknown,Mitigation,https://www.iea.org/policies/1074-accelerated-recovery-period-for-depreciation-of-smart-meters-and-smart-grid-systems?country=United%20States&amp;page=6&amp;qs=germany,,,USA, Mitigation,0,
211000081,AUS,Accelerated Step Change Initiative (ASCI) Australia (2013),Accelerated Step Change Initiative (ASCI),Country,,Australia,,,Research &amp; Development and Deployment (RD&amp;D),General,,Renewables,,In force,2013.0,,,Unknown,Mitigation,http://arena.gov.au/initiatives-and-programs/the-accelerated-step-change-initiative-asci/,,,AUS, Mitigation,0,
211000082,IND,Accelerated depreciation tax benefit India (2014),Accelerated depreciation tax benefit,Country,,India,,,Tax relief,"Electricity and heat, Renewables",,Renewables,,In force,2014.0,,,Unknown,Mitigation,https://www.iisd.org/system/files/publications/india-accelerated-depreciation-policy-wind-energy-case-study.pdf,,,IND, Mitigation,0,
